Transaction Date,Customer ID,Product Description
05/01/2014,2847,processed cheese
05/01/2014,2847,rolls/buns
05/01/2014,2982,coffee
05/01/2014,2982,sugar
05/01/2014,3425,citrus fruit
05/01/2014,3425,soda
05/01/2014,3639,flower (seeds)
05/01/2014,3639,sweet spreads
05/01/2014,3684,newspapers
05/01/2014,3684,rolls/buns
05/01/2014,3814,bottled water
05/01/2014,3814,red/blush wine
05/01/2014,4182,italian sausage
05/01/2014,4182,liver loaf
05/01/2014,4182,med milk
05/01/2014,4182,sausage
05/01/2014,4182,vinegar
05/01/2014,4426,Instant food products
05/01/2014,4426,pastry
05/01/2014,4426,pip fruit
05/01/2014,4442,baking powder
05/01/2014,4442,citrus fruit
05/01/2014,4601,cream cheese 
05/01/2014,4601,other vegetables
05/01/2014,4601,pot plants
05/01/2014,4601,root vegetables
05/01/2014,4601,yogurt
05/01/2014,4823,frozen meals
05/01/2014,4823,UHT-milk
05/01/2014,4938,meat
05/01/2014,4938,shopping bags
05/01/2014,4938,UHT-milk
05/01/2014,4997,canned beer
05/01/2014,4997,italian sausage
05/01/2014,4997,large milk
05/01/2014,4997,sausage
06/01/2014,1057,domestic eggs
06/01/2014,1057,italian sausage
06/01/2014,1057,sausage
06/01/2014,1057,sliced cheese
06/01/2014,1057,soda
06/01/2014,1410,dishes
06/01/2014,1410,rum
06/01/2014,1410,sausage
06/01/2014,1440,fruit/vegetable juice
06/01/2014,1440,tropical fruit
06/01/2014,1489,brown bread
06/01/2014,1489,chicken
06/01/2014,1489,newspapers
06/01/2014,1489,sauces
06/01/2014,1489,vinegar
06/01/2014,1828,herbs
06/01/2014,1828,italian sausage
06/01/2014,1828,rolls/buns
06/01/2014,1828,sausage
06/01/2014,1828,spread cheese
06/01/2014,2010,large milk
06/01/2014,2010,other vegetables
06/01/2014,2010,shopping bags
06/01/2014,2010,yogurt
06/01/2014,2284,fruit/vegetable juice
06/01/2014,2284,tropical fruit
06/01/2014,2354,beverages
06/01/2014,2354,rolls/buns
06/01/2014,2354,soups
06/01/2014,2354,white bread
06/01/2014,2594,hard cheese
06/01/2014,2594,soft cheese
06/01/2014,2595,cream cheese 
06/01/2014,2595,curd
06/01/2014,2595,domestic eggs
06/01/2014,2638,misc. beverages
06/01/2014,2638,root vegetables
06/01/2014,3006,brown bread
06/01/2014,3006,waffles
06/01/2014,3113,cling film/bags
06/01/2014,3113,hygiene articles
06/01/2014,3218,cereals
06/01/2014,3218,dishes
06/01/2014,3218,med milk
06/01/2014,3218,pastry
06/01/2014,3218,waffles
06/01/2014,3218,yogurt
06/01/2014,3595,bottled water
06/01/2014,3595,canned beer
06/01/2014,3595,domestic eggs
06/01/2014,3595,waffles
06/01/2014,3614,frozen meals
06/01/2014,3614,other vegetables
06/01/2014,3743,coffee
06/01/2014,3743,domestic eggs
06/01/2014,3743,photo/film
06/01/2014,3743,small milk
06/01/2014,3743,soda
06/01/2014,3743,yogurt
06/01/2014,3768,dessert
06/01/2014,3768,rolls/buns
06/01/2014,3768,soda
06/01/2014,3768,yogurt
06/01/2014,3849,large milk
06/01/2014,4575,mustard
06/01/2014,4575,sausage
06/01/2014,4649,other vegetables
06/01/2014,4649,rolls/buns
06/01/2014,4649,soda
06/01/2014,4913,onions
06/01/2014,4913,whipped/sour cream
06/01/2014,4975,berries
06/01/2014,4975,bottled water
06/01/2014,4975,canned beer
07/01/2014,1049,margarine
07/01/2014,1049,specialty bar
07/01/2014,1113,newspapers
07/01/2014,1113,small milk
07/01/2014,1113,yogurt
07/01/2014,1320,mayonnaise
07/01/2014,1320,processed cheese
07/01/2014,1320,rolls/buns
07/01/2014,1320,soda
07/01/2014,1364,citrus fruit
07/01/2014,1364,frozen dessert
07/01/2014,1522,med milk
07/01/2014,1522,delete
07/01/2014,1522,waffles
07/01/2014,1747,frozen vegetables
07/01/2014,1747,italian sausage
07/01/2014,1747,margarine
07/01/2014,1825,large milk
07/01/2014,1825,long life bakery product
07/01/2014,1825,rolls/buns
07/01/2014,1825,soda
07/01/2014,1825,UHT-milk
07/01/2014,1922,whipped/sour cream
07/01/2014,1922,yogurt
07/01/2014,1947,berries
07/01/2014,1947,small milk
07/01/2014,1947,specialty chocolate
07/01/2014,1947,white bread
07/01/2014,2026,margarine
07/01/2014,2026,other vegetables
07/01/2014,2236,bottled beer
07/01/2014,2236,candy
07/01/2014,2236,soda
07/01/2014,2369,beef
07/01/2014,2369,soda
07/01/2014,2411,canned beer
07/01/2014,2411,other vegetables
07/01/2014,2411,sauces
07/01/2014,2573,brown bread
07/01/2014,2573,zwieback
07/01/2014,2588,coffee
07/01/2014,2588,small milk
07/01/2014,2898,bottled water
07/01/2014,2898,rolls/buns
07/01/2014,3376,cream cheese 
07/01/2014,3376,other vegetables
07/01/2014,3376,soda
07/01/2014,3444,brown bread
07/01/2014,3444,canned beer
07/01/2014,3444,rice
07/01/2014,3444,syrup
07/01/2014,3850,pickled vegetables
07/01/2014,3850,rolls/buns
07/01/2014,3966,canned beer
07/01/2014,3966,large milk
07/01/2014,4171,other vegetables
07/01/2014,4171,root vegetables
07/01/2014,4171,small milk
07/01/2014,4308,small milk
07/01/2014,4308,soda
07/01/2014,4367,curd
07/01/2014,4367,domestic eggs
07/01/2014,4367,frozen vegetables
07/01/2014,4551,mayonnaise
07/01/2014,4551,pastry
07/01/2014,4722,frozen dessert
07/01/2014,4722,hygiene articles
07/01/2014,4722,rolls/buns
07/01/2014,4722,soda
07/01/2014,4818,pip fruit
07/01/2014,4818,sliced cheese
07/01/2014,4818,white bread
07/01/2014,4969,baking powder
07/01/2014,4969,butter milk
07/01/2014,4969,salty snack
07/01/2014,4969,soda
08/01/2014,1243,cling film/bags
08/01/2014,1243,sauces
08/01/2014,1243,soda
08/01/2014,1285,butter
08/01/2014,1285,rolls/buns
08/01/2014,1495,meat
08/01/2014,1495,other vegetables
08/01/2014,2031,detergent
08/01/2014,2031,rolls/buns
08/01/2014,2086,butter
08/01/2014,2086,root vegetables
08/01/2014,2107,coffee
08/01/2014,2107,large milk
08/01/2014,2294,bottled beer
08/01/2014,2294,sugar
08/01/2014,2407,root vegetables
08/01/2014,2407,sliced cheese
08/01/2014,2651,dishes
08/01/2014,2651,shopping bags
08/01/2014,2664,cereals
08/01/2014,2664,citrus fruit
08/01/2014,2664,pickled vegetables
08/01/2014,2664,small milk
08/01/2014,2664,yogurt
08/01/2014,2899,canned beer
08/01/2014,2899,italian sausage
08/01/2014,2899,soda
08/01/2014,3241,brown bread
08/01/2014,3241,ham
08/01/2014,3241,large milk
08/01/2014,3402,newspapers
08/01/2014,3402,rolls/buns
08/01/2014,3451,soda
08/01/2014,3534,citrus fruit
08/01/2014,3534,processed cheese
08/01/2014,3893,canned beer
08/01/2014,3893,salty snack
08/01/2014,3998,ice cream
08/01/2014,3998,Instant food products
08/01/2014,3998,long life bakery product
08/01/2014,4144,bottled beer
08/01/2014,4144,large milk
08/01/2014,4765,beef
08/01/2014,4765,misc. beverages
08/01/2014,4765,spread cheese
08/01/2014,4796,curd
08/01/2014,4796,soda
08/01/2014,4814,hygiene articles
08/01/2014,4814,small milk
08/01/2014,4814,white bread
08/01/2014,4939,beef
08/01/2014,4939,whipped/sour cream
09/01/2014,1005,rolls/buns
09/01/2014,1408,hamburger meat
09/01/2014,1408,ice cream
09/01/2014,1552,baby cosmetics
09/01/2014,1552,rolls/buns
09/01/2014,1568,candy
09/01/2014,1568,domestic eggs
09/01/2014,1816,large milk
09/01/2014,1816,soda
09/01/2014,1878,chicken
09/01/2014,1878,liquor
09/01/2014,1975,rolls/buns
09/01/2014,1975,soups
09/01/2014,2531,beef
09/01/2014,2531,chewing gum
09/01/2014,2531,rolls/buns
09/01/2014,2531,soda
09/01/2014,2642,long life bakery product
09/01/2014,2642,yogurt
09/01/2014,2946,onions
09/01/2014,2946,white wine
09/01/2014,3117,berries
09/01/2014,3117,domestic eggs
09/01/2014,3122,coffee
09/01/2014,3122,newspapers
09/01/2014,3122,oil
09/01/2014,3299,frozen meals
09/01/2014,3299,ham
09/01/2014,3334,liquor (appetizer)
09/01/2014,3334,root vegetables
09/01/2014,3334,white wine
09/01/2014,3487,rolls/buns
09/01/2014,3487,seasonal products
09/01/2014,3692,beef
09/01/2014,3692,salty snack
09/01/2014,4356,butter milk
09/01/2014,4356,soda
09/01/2014,4356,tropical fruit
09/01/2014,4427,salt
09/01/2014,4427,turkey
09/01/2014,4623,newspapers
09/01/2014,4623,white bread
09/01/2014,4852,bottled water
09/01/2014,4852,curd
09/01/2014,4852,italian sausage
09/01/2014,4852,sausage
09/01/2014,4915,bottled water
09/01/2014,4915,sliced cheese
10/01/2014,1625,bottled water
10/01/2014,1625,pot plants
10/01/2014,1625,yogurt
10/01/2014,1847,canned beer
10/01/2014,1847,rolls/buns
10/01/2014,2676,candy
10/01/2014,2676,other vegetables
10/01/2014,2850,pip fruit
10/01/2014,2850,root vegetables
10/01/2014,2937,pastry
10/01/2014,2937,rolls/buns
10/01/2014,3106,ham
10/01/2014,3106,pastry
10/01/2014,3303,dessert
10/01/2014,3303,dishes
10/01/2014,3347,coffee
10/01/2014,3347,rolls/buns
10/01/2014,3879,curd
10/01/2014,3929,dish cleaner
10/01/2014,3929,semi-finished bread
10/01/2014,3929,shopping bags
10/01/2014,3929,small milk
10/01/2014,4651,rolls/buns
10/01/2014,4651,sugar
10/01/2014,4720,baking powder
10/01/2014,4720,chocolate
10/01/2014,4720,salad dressing
11/01/2014,1241,small milk
11/01/2014,1241,specialty cheese
11/01/2014,1308,napkins
11/01/2014,1308,pastry
11/01/2014,1403,cling film/bags
11/01/2014,1403,fruit/vegetable juice
11/01/2014,1589,butter
11/01/2014,1589,dessert
11/01/2014,1820,butter milk
11/01/2014,1820,citrus fruit
11/01/2014,1820,salad dressing
11/01/2014,1869,root vegetables
11/01/2014,1869,tropical fruit
11/01/2014,2544,instant coffee
11/01/2014,2544,italian sausage
11/01/2014,2544,processed cheese
11/01/2014,2544,sausage
11/01/2014,2551,curd
11/01/2014,2551,large milk
11/01/2014,2551,other vegetables
11/01/2014,2551,shopping bags
11/01/2014,2606,candles
11/01/2014,2606,large milk
11/01/2014,2630,processed cheese
11/01/2014,2630,root vegetables
11/01/2014,2750,sparkling wine
11/01/2014,2750,waffles
11/01/2014,2860,bottled water
11/01/2014,2860,small milk
11/01/2014,2860,tropical fruit
11/01/2014,2860,yogurt
11/01/2014,2940,citrus fruit
11/01/2014,2940,sliced cheese
11/01/2014,3489,cereals
11/01/2014,3489,frozen dessert
11/01/2014,3489,italian sausage
11/01/2014,3489,popcorn
11/01/2014,3489,sausage
11/01/2014,3489,small milk
11/01/2014,3751,herbs
11/01/2014,3751,pet care
11/01/2014,3751,specialty chocolate
11/01/2014,3840,butter
11/01/2014,3855,coffee
11/01/2014,3855,other vegetables
11/01/2014,3855,root vegetables
11/01/2014,3855,white wine
11/01/2014,3920,coffee
11/01/2014,3920,small milk
11/01/2014,4078,ham
11/01/2014,4078,hard cheese
11/01/2014,4081,domestic eggs
11/01/2014,4081,pip fruit
11/01/2014,4403,butter
11/01/2014,4403,herbs
11/01/2014,4403,other vegetables
11/01/2014,4403,pastry
11/01/2014,4467,UHT-milk
11/01/2014,4467,white bread
11/01/2014,4557,herbs
11/01/2014,4557,soda
11/01/2014,4557,tropical fruit
11/01/2014,4618,brown bread
11/01/2014,4618,other vegetables
11/01/2014,4915,rolls/buns
11/01/2014,4915,yogurt
11/01/2014,4916,frozen vegetables
11/01/2014,4916,grapes
11/01/2014,4916,large milk
12/01/2014,1045,butter
12/01/2014,1045,root vegetables
12/01/2014,1045,yogurt
12/01/2014,1204,chocolate
12/01/2014,1204,softener
12/01/2014,1430,canned beer
12/01/2014,1430,soda
12/01/2014,1430,soft cheese
12/01/2014,1430,waffles
12/01/2014,1504,italian sausage
12/01/2014,1504,sausage
12/01/2014,1504,white wine
12/01/2014,1606,canned beer
12/01/2014,1606,dog food
12/01/2014,1606,italian sausage
12/01/2014,1606,sausage
12/01/2014,1623,italian sausage
12/01/2014,1623,sausage
12/01/2014,1623,soda
12/01/2014,1655,bottled water
12/01/2014,1655,cereals
12/01/2014,1655,med milk
12/01/2014,1655,rolls/buns
12/01/2014,1702,pip fruit
12/01/2014,1702,yogurt
12/01/2014,2618,long life bakery product
12/01/2014,2618,salty snack
12/01/2014,2619,condensed milk
12/01/2014,2619,other vegetables
12/01/2014,2619,salad dressing
12/01/2014,2619,shopping bags
12/01/2014,2864,dishes
12/01/2014,2864,med milk
12/01/2014,2864,other vegetables
12/01/2014,2864,popcorn
12/01/2014,2864,root vegetables
12/01/2014,2952,hamburger meat
12/01/2014,2952,newspapers
12/01/2014,2952,sugar
12/01/2014,2952,whipped/sour cream
12/01/2014,3430,other vegetables
12/01/2014,3430,pot plants
12/01/2014,3430,vinegar
12/01/2014,3649,ice cream
12/01/2014,3649,pip fruit
12/01/2014,3739,italian sausage
12/01/2014,3739,red/blush wine
12/01/2014,3739,salty snack
12/01/2014,3739,sausage
12/01/2014,3832,med milk
12/01/2014,3832,shopping bags
12/01/2014,3832,specialty bar
12/01/2014,3924,hamburger meat
12/01/2014,3924,pastry
12/01/2014,3924,rolls/buns
12/01/2014,3924,soda
12/01/2014,4165,condensed milk
12/01/2014,4165,tropical fruit
12/01/2014,4665,rolls/buns
12/01/2014,4665,soda
12/01/2014,4803,root vegetables
12/01/2014,4803,white bread
12/01/2014,4854,candy
12/01/2014,4854,domestic eggs
12/01/2014,4854,sugar
12/01/2014,4854,tropical fruit
13/01/2014,1051,bottled beer
13/01/2014,1051,hamburger meat
13/01/2014,1443,dessert
13/01/2014,1443,hamburger meat
13/01/2014,1483,meat
13/01/2014,1483,pip fruit
13/01/2014,1779,citrus fruit
13/01/2014,1779,newspapers
13/01/2014,1821,butter milk
13/01/2014,1821,coffee
13/01/2014,1956,butter
13/01/2014,1956,nut snack
13/01/2014,1956,salad dressing
13/01/2014,1961,frozen vegetables
13/01/2014,1961,rolls/buns
13/01/2014,1961,soda
13/01/2014,1961,sugar
13/01/2014,2148,canned beer
13/01/2014,2148,sauces
13/01/2014,2148,soda
13/01/2014,2383,pork
13/01/2014,2383,yogurt
13/01/2014,2927,hygiene articles
13/01/2014,2927,rolls/buns
13/01/2014,3482,oil
13/01/2014,3482,root vegetables
13/01/2014,3482,soda
13/01/2014,3539,bottled beer
13/01/2014,3539,photo/film
13/01/2014,3789,bottled water
13/01/2014,3789,italian sausage
13/01/2014,3789,rolls/buns
13/01/2014,3789,sausage
13/01/2014,4002,domestic eggs
13/01/2014,4002,flour
13/01/2014,4002,seasonal products
13/01/2014,4002,shopping bags
13/01/2014,4002,small milk
13/01/2014,4065,brown bread
13/01/2014,4065,herbs
13/01/2014,4065,pastry
13/01/2014,4067,med milk
13/01/2014,4067,specialty chocolate
13/01/2014,4355,pip fruit
13/01/2014,4355,rolls/buns
13/01/2014,4355,small milk
13/01/2014,4355,soda
13/01/2014,4681,bottled water
13/01/2014,4836,cream cheese 
13/01/2014,4836,rolls/buns
13/01/2014,4836,soda
13/01/2014,4836,whipped/sour cream
13/01/2014,4860,fruit/vegetable juice
13/01/2014,4860,pastry
14/01/2014,1065,chicken
14/01/2014,1065,large milk
14/01/2014,1065,long life bakery product
14/01/2014,1065,rum
14/01/2014,1065,sauces
14/01/2014,1065,tropical fruit
14/01/2014,1311,other vegetables
14/01/2014,1311,rolls/buns
14/01/2014,1608,fruit/vegetable juice
14/01/2014,1608,ice cream
14/01/2014,1859,chewing gum
14/01/2014,1859,soda
14/01/2014,2076,salty snack
14/01/2014,2076,small milk
14/01/2014,2076,softener
14/01/2014,2076,yogurt
14/01/2014,2294,med milk
14/01/2014,2294,whipped/sour cream
14/01/2014,2384,fruit/vegetable juice
14/01/2014,2384,rolls/buns
14/01/2014,2384,semi-finished bread
14/01/2014,2384,tropical fruit
14/01/2014,2463,berries
14/01/2014,2463,soda
14/01/2014,2541,soda
14/01/2014,2541,specialty bar
14/01/2014,2545,citrus fruit
14/01/2014,2545,onions
14/01/2014,2564,long life bakery product
14/01/2014,2564,rolls/buns
14/01/2014,2564,root vegetables
14/01/2014,2919,curd
14/01/2014,2919,other vegetables
14/01/2014,2919,rolls/buns
14/01/2014,2919,root vegetables
14/01/2014,3160,red/blush wine
14/01/2014,3160,shopping bags
14/01/2014,3246,chicken
14/01/2014,3246,coffee
14/01/2014,3246,frozen vegetables
14/01/2014,3246,pot plants
14/01/2014,3246,sauces
14/01/2014,3291,butter milk
14/01/2014,3291,newspapers
14/01/2014,3344,med milk
14/01/2014,3344,rolls/buns
14/01/2014,3344,delete
14/01/2014,3344,yogurt
14/01/2014,3361,bottled beer
14/01/2014,3361,white wine
14/01/2014,4086,dishes
14/01/2014,4086,napkins
14/01/2014,4086,pastry
14/01/2014,4086,semi-finished bread
14/01/2014,4143,other vegetables
14/01/2014,4143,pastry
14/01/2014,4206,rolls/buns
14/01/2014,4321,soda
14/01/2014,4321,yogurt
14/01/2014,4362,domestic eggs
14/01/2014,4362,fruit/vegetable juice
14/01/2014,4362,rolls/buns
14/01/2014,4362,yogurt
14/01/2014,4550,chicken
14/01/2014,4550,long life bakery product
14/01/2014,4858,detergent
14/01/2014,4858,misc. beverages
15/01/2014,1052,grapes
15/01/2014,1052,rolls/buns
15/01/2014,1052,root vegetables
15/01/2014,1052,soda
15/01/2014,1139,soft cheese
15/01/2014,1139,tropical fruit
15/01/2014,1169,other vegetables
15/01/2014,1169,rolls/buns
15/01/2014,1351,coffee
15/01/2014,1351,detergent
15/01/2014,1351,rolls/buns
15/01/2014,1351,tropical fruit
15/01/2014,1574,cereals
15/01/2014,1574,flour
15/01/2014,1574,italian sausage
15/01/2014,1574,large milk
15/01/2014,1574,sausage
15/01/2014,1591,bottled beer
15/01/2014,1591,cereals
15/01/2014,1591,frozen meals
15/01/2014,1591,other vegetables
15/01/2014,1591,root vegetables
15/01/2014,2160,margarine
15/01/2014,2160,rolls/buns
15/01/2014,2347,canned beer
15/01/2014,2347,sausage
15/01/2014,2355,chocolate
15/01/2014,2355,yogurt
15/01/2014,3554,make up remover
15/01/2014,3554,white bread
15/01/2014,3782,curd
15/01/2014,3782,pip fruit
15/01/2014,4243,napkins
15/01/2014,4243,sugar
15/01/2014,4762,med milk
15/01/2014,4762,pip fruit
16/01/2014,1054,fruit/vegetable juice
16/01/2014,1054,soda
16/01/2014,1194,bottled water
16/01/2014,1194,honey
16/01/2014,1194,large milk
16/01/2014,1476,coffee
16/01/2014,1476,italian sausage
16/01/2014,1476,sausage
16/01/2014,1476,yogurt
16/01/2014,1961,tropical fruit
16/01/2014,1961,yogurt
16/01/2014,2118,butter milk
16/01/2014,2118,frozen vegetables
16/01/2014,2118,herbs
16/01/2014,2237,flower (seeds)
16/01/2014,2237,sliced cheese
16/01/2014,2237,soups
16/01/2014,2332,rolls/buns
16/01/2014,2332,soft cheese
16/01/2014,2520,canned fruit
16/01/2014,2520,cereals
16/01/2014,2520,newspapers
16/01/2014,2716,curd cheese
16/01/2014,2716,rolls/buns
16/01/2014,2738,brown bread
16/01/2014,2738,pastry
16/01/2014,2738,pickled vegetables
16/01/2014,2738,salad dressing
16/01/2014,2738,sugar
16/01/2014,2851,misc. beverages
16/01/2014,2851,rolls/buns
16/01/2014,3221,bottled water
16/01/2014,3221,house keeping products
16/01/2014,3221,other vegetables
16/01/2014,3221,root vegetables
16/01/2014,3221,soda
16/01/2014,3222,rolls/buns
16/01/2014,3222,sliced cheese
16/01/2014,3566,hygiene articles
16/01/2014,3566,other vegetables
16/01/2014,3566,rolls/buns
16/01/2014,3566,soda
16/01/2014,3697,sausage
16/01/2014,3697,shopping bags
16/01/2014,3848,frozen vegetables
16/01/2014,3848,root vegetables
16/01/2014,4646,shopping bags
16/01/2014,4646,small milk
16/01/2014,4803,pickled vegetables
16/01/2014,4803,small milk
17/01/2014,1013,bottled water
17/01/2014,1013,hard cheese
17/01/2014,1013,napkins
17/01/2014,1316,rolls/buns
17/01/2014,1316,whipped/sour cream
17/01/2014,1360,italian sausage
17/01/2014,1360,ketchup
17/01/2014,1360,small milk
17/01/2014,1360,yogurt
17/01/2014,1613,pastry
17/01/2014,1613,tropical fruit
17/01/2014,1698,herbs
17/01/2014,1698,yogurt
17/01/2014,1743,italian sausage
